mu_eV,PF_W_per_mK2
7.8026,2.50483e-05
7.81552,0.000154535
7.82845,0.000373751
7.84137,0.000606116
7.8543,0.000726399
7.86722,0.000628259
7.88015,0.000371915
7.89307,0.00015063
7.906,5.25694e-05
7.91892,2.7792e-05
7.93171,2.25357e-05
7.94464,1.24688e-05
7.95756,1.01573e-06
7.97049,3.61219e-06
7.98342,1.76314e-05
7.99634,3.1783e-05
8.00927,3.93745e-05
8.02219,3.54739e-05
8.03512,2.07165e-05
8.04804,6.33985e-06
8.06097,7.07752e-07
8.07389,4.53338e-08
8.08682,2.38864e-07
8.09974,1.67026e-06
8.11267,8.50657e-06
8.12559,3.79444e-05
8.13852,0.000125734
8.15145,0.000286474
8.16437,0.000453887
8.1773,0.000512523
8.19022,0.000410004
8.20315,0.000219553
8.21594,7.03675e-05
8.22886,1.29575e-05
8.24179,4.94696e-06
8.25471,1.67829e-05
8.26764,5.46592e-05
8.28056,9.62332e-05
8.29349,9.13029e-05
8.30641,3.62645e-05
8.31934,2.70702e-08
8.33227,3.67519e-05
8.34519,0.000121222
8.35812,0.000199583
8.37104,0.000247363
8.38397,0.000267909
8.39689,0.000268744
8.40982,0.000249943
8.42274,0.000208059
8.43567,0.000145676
8.44859,7.91279e-05
8.46152,3.0354e-05
8.47445,6.33456e-06
8.48723,2.61036e-09
8.50016,3.27723e-06
8.51309,5.89993e-06
8.52601,1.18042e-06
8.53894,3.43317e-06
8.55186,2.36472e-05
8.56479,4.28835e-05
8.57771,4.488e-05
8.59064,3.46402e-05
8.60356,1.88917e-05
8.61649,3.33413e-06
8.62941,2.27035e-06
8.64234,2.10396e-05
8.65526,3.92993e-05
8.66819,4.14816e-05
8.68112,3.62926e-05
8.69404,3.48741e-05
8.70697,3.89768e-05
8.71989,4.79225e-05
8.73282,6.65904e-05
8.74574,0.000107929
8.75867,0.00018863
8.77146,0.000307192
8.78438,0.000411201
8.79731,0.000422269
8.81023,0.00032362
8.82316,0.000176103
8.83608,5.13029e-05
8.84901,1.03385e-08
8.86194,5.48614e-05
8.87486,0.000207782
8.88779,0.000392684
8.90071,0.000523906
8.91364,0.000549686
8.92656,0.000472351
8.93949,0.000340387
8.95241,0.000215702
8.96534,0.000134426
8.97826,9.76968e-05
8.99119,8.99741e-05
9.00411,8.99421e-05
9.01704,7.30847e-05
9.02997,3.64723e-05
9.04276,7.82765e-06
9.05568,2.00001e-07
9.06861,4.48555e-10
9.08153,2.13051e-06
9.09446,1.64047e-05
9.10738,5.05438e-05
9.12031,0.000108428
9.13323,0.000199109
9.14616,0.000332445
9.15908,0.000501395
9.17201,0.000664992
9.18493,0.000741076
9.19786,0.000647721
9.21079,0.000408353
9.22371,0.00017125
9.23664,4.72221e-05
9.24956,1.32745e-05
