mu_eV,T_K,PF_W_per_mK2
5.32867,300,0.000394381
5.32867,400,0.000416279
5.32867,500,0.000366376
5.32867,600,0.000301573
5.3416,300,0.000422282
5.3416,400,0.000420654
5.3416,500,0.00035962
5.3416,600,0.000285875
5.35451,300,0.00039082
5.35451,400,0.000378455
5.35451,500,0.000320312
5.35451,600,0.000249479
5.36743,300,0.000294559
5.36743,400,0.000294854
5.36743,500,0.00025368
5.36743,600,0.000196408
5.38036,300,0.000168417
5.38036,400,0.00019116
5.38036,500,0.000172794
5.38036,600,0.000134864
5.39327,300,6.37347e-05
5.39327,400,9.57884e-05
5.39327,500,9.47912e-05
5.39327,600,7.55218e-05
5.4062,300,9.95128e-06
5.4062,400,3.03838e-05
5.4062,500,3.52507e-05
5.4062,600,2.8978e-05
5.41912,300,4.58153e-07
5.41912,400,1.9299e-06
5.41912,500,3.9228e-06
5.41912,600,3.39815e-06
5.43205,300,1.05462e-05
5.43205,400,5.70435e-06
5.43205,500,3.81119e-06
5.43205,600,3.17713e-06
5.44496,300,2.60345e-05
5.44496,400,3.4112e-05
5.44496,500,3.29987e-05
5.44496,600,2.87951e-05
5.45788,300,5.12275e-05
5.45788,400,8.26044e-05
5.45788,500,8.69796e-05
5.45788,600,7.7445e-05
5.47081,300,9.7844e-05
5.47081,400,0.000148763
5.47081,500,0.000159875
5.47081,600,0.000143894
5.48372,300,0.000167255
5.48372,400,0.000227939
5.48372,500,0.000244636
5.48372,600,0.000221272
5.49665,300,0.000239074
5.49665,400,0.000311784
5.49665,500,0.000333257
5.49665,600,0.000301784
5.50957,300,0.000291018
5.50957,400,0.000391932
5.50957,500,0.000417478
5.50957,600,0.000377354
5.52248,300,0.000326733
5.52248,400,0.000464052
5.52248,500,0.000489414
5.52248,600,0.000440268
5.53541,300,0.00037294
5.53541,400,0.000526304
5.53541,500,0.000541497
5.53541,600,0.000483746
5.54834,300,0.000454073
5.54834,400,0.000572493
5.54834,500,0.000566217
5.54834,600,0.00050266
5.56126,300,0.000555752
5.56126,400,0.000586929
5.56126,500,0.000557045
5.56126,600,0.000494416
5.57417,300,0.000602548
5.57417,400,0.000549983
5.57417,500,0.000511328
5.57417,600,0.00045985
5.5871,300,0.000516307
5.5871,400,0.00045518
5.5871,500,0.000433743
5.5871,600,0.00040368
5.60002,300,0.000318205
5.60002,400,0.000322447
5.60002,500,0.000337185
5.60002,600,0.00033389
5.61294,300,0.000121995
5.61294,400,0.00019034
5.61294,500,0.000238997
5.61294,600,0.00025994
5.62586,300,1.84082e-05
5.62586,400,9.17324e-05
5.62586,500,0.000154397
5.62586,600,0.000190427
5.63879,300,2.90606e-07
5.63879,400,3.5998e-05
5.63879,500,9.13273e-05
5.63879,600,0.000131207
5.65171,300,6.10137e-06
5.65171,400,1.21124e-05
5.65171,500,4.97831e-05
5.65171,600,8.47555e-05
5.66462,300,3.55611e-06
5.66462,400,4.12289e-06
5.66462,500,2.49079e-05
5.66462,600,5.07391e-05
5.67755,300,1.12519e-08
5.67755,400,1.73983e-06
5.67755,500,1.08917e-05
5.67755,600,2.7286e-05
5.69047,300,2.34777e-06
5.69047,400,7.47673e-07
5.69047,500,3.39405e-06
5.69047,600,1.21736e-05
5.70339,300,4.81174e-06
5.70339,400,5.50896e-08
5.70339,500,2.1217e-07
5.70339,600,3.55694e-06
5.71631,300,2.37117e-06
5.71631,400,6.9524e-07
5.71631,500,9.18251e-07
5.71631,600,1.5076e-07
5.72924,300,1.23557e-07
5.72924,400,5.73574e-06
5.72924,500,6.01139e-06
5.72924,600,1.01263e-06
5.74215,300,9.36191e-06
5.74215,400,1.86295e-05
5.74215,500,1.58075e-05
5.74215,600,5.14933e-06
5.75507,300,3.55227e-05
5.75507,400,4.02917e-05
5.75507,500,2.93932e-05
5.75507,600,1.11814e-05
5.768,300,7.19222e-05
5.768,400,6.74653e-05
5.768,500,4.41457e-05
5.768,600,1.72665e-05
5.78093,300,0.000108392
5.78093,400,9.37547e-05
5.78093,500,5.61215e-05
5.78093,600,2.13778e-05
5.79384,300,0.000141009
5.79384,400,0.000111738
5.79384,500,6.11911e-05
5.79384,600,2.18853e-05
5.80676,300,0.000165645
5.80676,400,0.000114445
5.80676,500,5.65821e-05
5.80676,600,1.82476e-05
5.81969,300,0.000168123
5.81969,400,9.73867e-05
5.81969,500,4.24845e-05
5.81969,600,1.15177e-05
5.8326,300,0.000132225
5.8326,400,6.28536e-05
5.8326,500,2.312e-05
5.8326,600,4.33617e-06
5.84552,300,6.41042e-05
5.84552,400,2.38377e-05
5.84552,500,6.21101e-06
5.84552,600,1.85231e-07
5.85845,300,6.8985e-06
5.85845,400,1.0118e-06
5.85845,500,4.64558e-08
5.85845,600,2.00962e-06
5.87138,300,1.34038e-05
5.87138,400,9.90764e-06
5.87138,500,9.03071e-06
5.87138,600,1.0772e-05
5.88429,300,8.54357e-05
5.88429,400,4.73716e-05
5.88429,500,3.0615e-05
5.88429,600,2.47636e-05
5.89721,300,0.000160726
5.89721,400,9.23133e-05
5.89721,500,5.63146e-05
5.89721,600,4.01772e-05
5.91014,300,0.000183165
5.91014,400,0.000122028
5.91014,500,7.63608e-05
5.91014,600,5.26831e-05
5.92305,300,0.000156406
5.92305,400,0.000127139
5.92305,500,8.44915e-05
5.92305,600,5.91179e-05
5.93598,300,0.000116278
5.93598,400,0.00011206
5.93598,500,7.97758e-05
5.93598,600,5.84372e-05
5.9489,300,8.4637e-05
5.9489,400,8.61783e-05
5.9489,500,6.54045e-05
5.9489,600,5.16635e-05
5.96181,300,6.04629e-05
5.96181,400,5.72756e-05
5.96181,500,4.63353e-05
5.96181,600,4.11314e-05
5.97474,300,3.63165e-05
5.97474,400,3.07402e-05
5.97474,500,2.74345e-05
5.97474,600,2.95332e-05
5.98766,300,1.34271e-05
5.98766,400,1.09051e-05
5.98766,500,1.24146e-05
5.98766,600,1.91244e-05
6.00059,300,8.00228e-07
6.00059,400,9.52932e-07
6.00059,500,3.2718e-06
6.00059,600,1.12581e-05
6.0135,300,3.37676e-06
6.0135,400,1.58951e-06
6.0135,500,5.82985e-08
6.0135,600,6.28311e-06
6.02643,300,1.75881e-05
6.02643,400,1.04653e-05
6.02643,500,1.06283e-06
6.02643,600,3.79946e-06
6.03935,300,3.70521e-05
6.03935,400,2.29957e-05
6.03935,500,3.47104e-06
6.03935,600,3.23204e-06
6.05226,300,5.79972e-05
6.05226,400,3.36257e-05
6.05226,500,4.46917e-06
6.05226,600,4.63953e-06
6.06519,300,7.74682e-05
6.06519,400,3.69225e-05
6.06519,500,2.72998e-06
6.06519,600,9.5994e-06
6.07811,300,8.6508e-05
6.07811,400,2.94184e-05
6.07811,500,1.36607e-07
6.07811,600,2.1897e-05
6.09104,300,7.19258e-05
6.09104,400,1.33255e-05
6.09104,500,3.21824e-06
6.09104,600,4.76357e-05
6.10395,300,3.50508e-05
6.10395,400,4.48548e-07
6.10395,500,2.32495e-05
6.10395,600,9.43924e-05
6.11688,300,3.10548e-06
6.11688,400,1.17793e-05
6.11688,500,7.39782e-05
6.11688,600,0.000169294
6.1298,300,1.24362e-05
6.1298,400,7.0506e-05
6.1298,500,0.000166974
6.1298,600,0.000276395
6.14271,300,9.09666e-05
6.14271,400,0.000191475
6.14271,500,0.000306148
6.14271,600,0.000414235
6.15564,300,0.000250651
6.15564,400,0.000371901
6.15564,500,0.00048398
6.15564,600,0.000574641
6.16856,300,0.000468895
6.16856,400,0.000587867
6.16856,500,0.000681617
6.16856,600,0.000743489
6.18148,300,0.000683388
6.18148,400,0.000801084
6.18148,500,0.000873398
6.18148,600,0.000903305
6.1944,300,0.000835039
6.1944,400,0.000974121
6.1944,500,0.00103387
6.1944,600,0.00103686
6.20733,300,0.000907563
6.20733,400,0.00108352
6.20733,500,0.001144
6.20733,600,0.00113045
6.22025,300,0.000914307
6.22025,400,0.00112251
6.22025,500,0.00119435
6.22025,600,0.00117601
6.23316,300,0.000870443
6.23316,400,0.00109629
6.23316,500,0.00118485
6.23316,600,0.00117165
6.24609,300,0.00078487
6.24609,400,0.00101672
6.24609,500,0.00112276
6.24609,600,0.00112097
6.25902,300,0.000665558
6.25902,400,0.000899651
6.25902,500,0.00102
6.25902,600,0.0010316
6.27193,300,0.000530029
6.27193,400,0.000763079
6.27193,500,0.000890467
6.27193,600,0.000913456
6.28485,300,0.000405242
6.28485,400,0.000623974
6.28485,500,0.000747553
6.28485,600,0.000777119
6.29778,300,0.000308573
6.29778,400,0.00049423
6.29778,500,0.000602297
6.29778,600,0.000632639
6.3107,300,0.00023727
6.3107,400,0.000378967
6.3107,500,0.000462642
6.3107,600,0.000488865
6.32362,300,0.000181381
6.32362,400,0.000278371
6.32362,500,0.000333863
6.32362,600,0.000353344
6.33654,300,0.000136934
6.33654,400,0.000190795
6.33654,500,0.000219817
6.33654,600,0.000232572
6.34947,300,0.000101801
6.34947,400,0.000114959
6.34947,500,0.000124331
6.34947,600,0.000132325
6.36238,300,6.71326e-05
6.36238,400,5.23371e-05
6.36238,500,5.2276e-05
6.36238,600,5.77396e-05
6.3753,300,2.58521e-05
6.3753,400,1.02582e-05
6.3753,500,9.54744e-06
6.3753,600,1.29386e-05
6.38823,300,1.14064e-08
6.38823,400,1.81707e-06
6.38823,500,1.39006e-06
6.38823,600,1.74359e-07
6.40114,300,3.87374e-05
6.40114,400,3.74536e-05
6.40114,500,2.92796e-05
6.40114,600,1.88348e-05
6.41407,300,0.000151149
6.41407,400,0.0001124
6.41407,500,8.8277e-05
6.41407,600,6.48882e-05
6.42699,300,0.000270392
6.42699,400,0.000204069
6.42699,500,0.00016729
6.42699,600,0.000131273
6.43992,300,0.000323396
6.43992,400,0.000285526
6.43992,500,0.000252794
6.43992,600,0.000209238
6.45283,300,0.000303831
6.45283,400,0.000342587
6.45283,500,0.000333656
6.45283,600,0.000290074
6.46575,300,0.000258413
6.46575,400,0.000378759
6.46575,500,0.000403842
6.46575,600,0.000366415
6.47868,300,0.000234882
6.47868,400,0.000406721
6.47868,500,0.00046166
6.47868,600,0.000432678
6.49159,300,0.000254708
6.49159,400,0.000436361
6.49159,500,0.000506849
6.49159,600,0.000484753
6.50452,300,0.000311004
6.50452,400,0.000467692
6.50452,500,0.000537932
6.50452,600,0.000519488
6.51744,300,0.000373211
6.51744,400,0.000491081
6.51744,500,0.000551536
6.51744,600,0.000534511
6.53037,300,0.000406508
6.53037,400,0.000493338
6.53037,500,0.000543885
6.53037,600,0.000528572
6.54328,300,0.000390826
6.54328,400,0.000465753
6.54328,500,0.000513333
6.54328,600,0.00050214
6.5562,300,0.000324457
6.5562,400,0.000409689
6.5562,500,0.000462232
6.5562,600,0.000457798
6.56913,300,0.000231313
6.56913,400,0.000336719
6.56913,500,0.000396848
6.56913,600,0.000400033
6.58204,300,0.000150492
6.58204,400,0.000262484
6.58204,500,0.000325299
6.58204,600,0.000334401
6.59497,300,0.000103233
6.59497,400,0.000198109
6.59497,500,0.000254831
6.59497,600,0.000266487
6.60789,300,8.4002e-05
6.60789,400,0.000146149
6.60789,500,0.000190157
6.60789,600,0.000201036
6.6208,300,7.40085e-05
6.6208,400,0.0001033
6.6208,500,0.000133568
6.6208,600,0.000141632
6.63373,300,5.38568e-05
6.63373,400,6.62168e-05
6.63373,500,8.6143e-05
6.63373,600,9.07745e-05
6.64666,300,2.2905e-05
6.64666,400,3.54387e-05
6.64666,500,4.8726e-05
6.64666,600,5.01725e-05
6.65958,300,2.32957e-06
6.65958,400,1.40969e-05
6.65958,500,2.1983e-05
6.65958,600,2.09915e-05
6.67249,300,1.1784e-06
6.67249,400,3.27036e-06
6.67249,500,5.9543e-06
6.67249,600,4.09576e-06
6.68542,300,3.75053e-06
6.68542,400,9.0432e-08
6.68542,500,5.41606e-08
6.68542,600,3.65958e-07
6.69834,300,9.06584e-07
6.69834,400,7.08879e-07
6.69834,500,4.00821e-06
6.69834,600,1.11207e-05
6.71126,300,6.21484e-07
6.71126,400,3.93005e-06
6.71126,500,1.93161e-05
6.71126,600,3.84817e-05
6.72418,300,2.76053e-06
6.72418,400,1.31527e-05
6.72418,500,5.03489e-05
6.72418,600,8.5364e-05
6.73711,300,2.13901e-07
6.73711,400,3.83118e-05
6.73711,500,0.000104163
6.73711,600,0.000154795
6.75003,300,9.43788e-06
6.75003,400,9.62887e-05
6.75003,500,0.00018829
6.75003,600,0.000248475
6.76294,300,7.25796e-05
6.76294,400,0.000204809
6.76294,500,0.000306494
6.76294,600,0.000364968
6.77587,300,0.000230494
6.77587,400,0.000369648
6.77587,500,0.000454053
6.77587,600,0.000498261
6.78879,300,0.000488383
6.78879,400,0.000572353
6.78879,500,0.000615339
6.78879,600,0.000637652
6.80171,300,0.000780164
6.80171,400,0.000768813
6.80171,500,0.000766256
6.80171,600,0.000769389
6.81469,300,0.000980322
6.81469,400,0.000905647
6.81469,500,0.000881648
6.81469,600,0.000879891
6.82761,300,0.000995537
6.82761,400,0.000947297
6.82761,500,0.000944344
6.82761,600,0.000959195
6.84054,300,0.000840935
6.84054,400,0.000893934
6.84054,500,0.00095097
6.84054,600,0.00100336
6.85346,300,0.000611328
6.85346,400,0.000776531
6.85346,500,0.000911654
6.85346,600,0.0010149
6.86625,300,0.000399599
6.86625,400,0.000636431
6.86625,500,0.000844574
6.86625,600,0.00100113
6.87918,300,0.000246788
6.87918,400,0.000506804
6.87918,500,0.000769248
6.87918,600,0.000971635
6.8921,300,0.000147839
6.8921,400,0.000406466
6.8921,500,0.000701722
6.8921,600,0.000935629
6.90503,300,8.68212e-05
6.90503,400,0.000343726
6.90503,500,0.000652451
6.90503,600,0.000899903
6.91795,300,5.96066e-05
6.91795,400,0.000322534
6.91795,500,0.000625935
6.91795,600,0.000867727
6.93088,300,7.44305e-05
6.93088,400,0.000345059
6.93088,500,0.00062052
6.93088,600,0.00083845
6.9438,300,0.000163418
6.9438,400,0.000407629
6.9438,500,0.000627912
6.9438,600,0.000808024
6.95673,300,0.000358652
6.95673,400,0.000489922
6.95673,500,0.000633762
6.95673,600,0.000770391
6.96965,300,0.000579635
6.96965,400,0.000550595
6.96965,500,0.000621392
6.96965,600,0.000719744
6.98258,300,0.000646912
6.98258,400,0.000547794
6.98258,500,0.000578891
6.98258,600,0.000652946
6.99551,300,0.000501523
6.99551,400,0.000472713
6.99551,500,0.000505412
6.99551,600,0.000571147
7.00843,300,0.000282502
7.00843,400,0.000356518
7.00843,500,0.000411349
7.00843,600,0.000479522
7.02136,300,0.000135022
7.02136,400,0.000241094
7.02136,500,0.000312154
7.02136,600,0.000385552
7.03428,300,7.3316e-05
7.03428,400,0.00014933
7.03428,500,0.000221002
7.03428,600,0.000296644
7.04721,300,4.65992e-05
7.04721,400,8.2875e-05
7.04721,500,0.000145453
7.04721,600,0.000218464
7.06013,300,1.87585e-05
7.06013,400,3.70238e-05
7.06013,500,8.82487e-05
7.06013,600,0.000154251
7.07306,300,3.67642e-08
7.07306,400,1.0221e-05
7.07306,500,4.91147e-05
7.07306,600,0.000104883
7.08598,300,1.94029e-05
7.08598,400,6.26976e-07
7.08598,500,2.55996e-05
7.08598,600,6.93013e-05
7.09891,300,5.28903e-05
7.09891,400,3.64267e-07
7.09891,500,1.35903e-05
7.09891,600,4.51102e-05
7.11183,300,4.61478e-05
7.11183,400,3.88301e-07
7.11183,500,8.62007e-06
7.11183,600,2.92962e-05
7.12476,300,8.14804e-06
7.12476,400,4.2219e-07
7.12476,500,7.30295e-06
7.12476,600,1.89302e-05
7.13769,300,9.83165e-06
7.13769,400,6.82686e-06
7.13769,500,7.40847e-06
7.13769,600,1.16833e-05
7.15061,300,7.85086e-05
7.15061,400,1.87041e-05
7.15061,500,6.97039e-06
7.15061,600,6.13904e-06
7.16354,300,0.000140581
7.16354,400,2.35843e-05
7.16354,500,4.54753e-06
7.16354,600,1.98846e-06
7.17646,300,0.000106711
7.17646,400,1.35338e-05
7.17646,500,1.05485e-06
7.17646,600,2.26685e-08
7.18939,300,1.80476e-05
7.18939,400,8.7162e-07
7.18939,500,3.8917e-07
7.18939,600,1.66652e-06
7.20231,300,1.66614e-05
7.20231,400,6.63731e-06
7.20231,500,6.56325e-06
7.20231,600,8.04667e-06
7.21524,300,0.000122597
7.21524,400,3.27398e-05
7.21524,500,1.96121e-05
7.21524,600,1.91322e-05
7.22816,300,0.000192007
7.22816,400,5.71256e-05
7.22816,500,3.49822e-05
7.22816,600,3.36483e-05
7.24109,300,0.000136218
7.24109,400,5.99635e-05
7.24109,500,4.74224e-05
7.24109,600,4.98977e-05
7.25401,300,3.67138e-05
7.25401,400,4.45115e-05
7.25401,500,5.52766e-05
7.25401,600,6.68623e-05
7.26694,300,1.58642e-09
7.26694,400,2.77306e-05
7.26694,500,6.124e-05
7.26694,600,8.47993e-05
7.27986,300,1.13052e-05
7.27986,400,2.05698e-05
7.27986,500,7.01697e-05
7.27986,600,0.000105033
7.29279,300,7.02232e-06
7.29279,400,2.60995e-05
7.29279,500,8.68997e-05
7.29279,600,0.00012917
7.30558,300,1.81856e-06
7.30558,400,4.9134e-05
7.30558,500,0.000115014
7.30558,600,0.000158123
7.3185,300,4.06873e-05
7.3185,400,9.58638e-05
7.3185,500,0.000155527
7.3185,600,0.000191208
7.33143,300,0.000117296
7.33143,400,0.000165701
7.33143,500,0.000205282
7.33143,600,0.000225604
7.34436,300,0.000216842
7.34436,400,0.000248581
7.34436,500,0.000256271
7.34436,600,0.000256483
7.35728,300,0.000344437
7.35728,400,0.000326049
7.35728,500,0.000296793
7.35728,600,0.000277976
7.37021,300,0.000472885
7.37021,400,0.000372153
7.37021,500,0.000314684
7.37021,600,0.000284873
7.38313,300,0.000512847
7.38313,400,0.000361823
7.38313,500,0.000302259
7.38313,600,0.000274567
7.39606,300,0.000394581
7.39606,400,0.000289989
7.39606,500,0.000260925
7.39606,600,0.000248286
7.40898,300,0.000180389
7.40898,400,0.000183968
7.40898,500,0.000201959
7.40898,600,0.000210955
7.42191,300,2.6448e-05
7.42191,400,8.81654e-05
7.42191,500,0.000141415
7.42191,600,0.000169453
7.43483,300,4.30366e-06
7.43483,400,3.07605e-05
7.43483,500,9.22132e-05
7.43483,600,0.000130162
7.44776,300,3.26292e-05
7.44776,400,8.48571e-06
7.44776,500,5.93195e-05
7.44776,600,9.71222e-05
7.46068,300,2.73338e-05
7.46068,400,3.40141e-06
7.46068,500,4.08565e-05
7.46068,600,7.15608e-05
7.47361,300,4.95973e-06
7.47361,400,4.47567e-06
7.47361,500,3.23319e-05
7.47361,600,5.26055e-05
7.48654,300,9.52253e-07
7.48654,400,1.02416e-05
7.48654,500,2.9695e-05
7.48654,600,3.8404e-05
7.49946,300,1.05419e-05
7.49946,400,2.14574e-05
7.49946,500,2.99259e-05
7.49946,600,2.70356e-05
7.51239,300,2.78633e-05
7.51239,400,3.78471e-05
7.51239,500,3.04059e-05
7.51239,600,1.71117e-05
7.52531,300,6.79528e-05
7.52531,400,5.70289e-05
7.52531,500,2.84462e-05
7.52531,600,8.2589e-06
7.53824,300,0.000142549
7.53824,400,7.1243e-05
7.53824,500,2.18358e-05
7.53824,600,1.6585e-06
7.55116,300,0.000210329
7.55116,400,6.76658e-05
7.55116,500,1.08994e-05
7.55116,600,5.02734e-07
7.56409,300,0.000189529
7.56409,400,4.07153e-05
7.56409,500,1.17993e-06
7.56409,600,9.87803e-06
7.57701,300,7.77135e-05
7.57701,400,7.85388e-06
7.57701,500,3.72907e-06
7.57701,600,3.55339e-05
7.58994,300,5.82741e-07
7.58994,400,4.03117e-06
7.58994,500,3.03666e-05
7.58994,600,8.15909e-05
7.60286,300,5.73994e-05
7.60286,400,5.04634e-05
7.60286,500,8.59829e-05
7.60286,600,0.000148218
7.61579,300,0.000178647
7.61579,400,0.000132927
7.61579,500,0.000164325
7.61579,600,0.000230747
7.62871,300,0.0002448
7.62871,400,0.000217236
7.62871,500,0.000251272
7.62871,600,0.000320928
7.64164,300,0.000241808
7.64164,400,0.000279288
7.64164,500,0.000332446
7.64164,600,0.000409625
7.65457,300,0.000218844
7.65457,400,0.000315143
7.65457,500,0.000398957
7.65457,600,0.000489397
7.66749,300,0.000201643
7.66749,400,0.000331747
7.66749,500,0.000448519
7.66749,600,0.000555924
7.68042,300,0.000186624
7.68042,400,0.000337594
7.68042,500,0.000483559
7.68042,600,0.000607986
7.69334,300,0.000169934
7.69334,400,0.000340483
7.69334,500,0.000508694
7.69334,600,0.000646586
7.70627,300,0.000159916
7.70627,400,0.00034773
7.70627,500,0.000528624
7.70627,600,0.000673668
7.71919,300,0.000170128
7.71919,400,0.000364769
7.71919,500,0.000546531
7.71919,600,0.000691055
7.73212,300,0.000209338
7.73212,400,0.000392525
7.73212,500,0.000563023
7.73212,600,0.000699761
7.74491,300,0.000270813
7.74491,400,0.000425754
7.74491,500,0.000576033
7.74491,600,0.000699829
7.75783,300,0.000328727
7.75783,400,0.0004545
7.75783,500,0.000581688
7.75783,600,0.000690654
7.77076,300,0.000360675
7.77076,400,0.000468485
7.77076,500,0.000575945
7.77076,600,0.000671621
7.78368,300,0.000364741
7.78368,400,0.000461095
7.78368,500,0.000556316
7.78368,600,0.00064278
7.79661,300,0.000342104
7.79661,400,0.000430817
7.79661,500,0.000523067
7.79661,600,0.000605275
7.80953,300,0.000289294
7.80953,400,0.000381791
7.80953,500,0.000479507
7.80953,600,0.000561399
7.82246,300,0.000215053
7.82246,400,0.000323655
7.82246,500,0.000431222
7.82246,600,0.000514175
7.83539,300,0.000142317
7.83539,400,0.000268889
7.83539,500,0.00038442
7.83539,600,0.000466585
7.84831,300,9.19509e-05
7.84831,400,0.000228112
7.84831,500,0.000343948
7.84831,600,0.000420828
7.86124,300,7.32177e-05
7.86124,400,0.000206611
7.86124,500,0.00031181
7.86124,600,0.000377773
7.87416,300,8.79113e-05
7.87416,400,0.000203455
7.87416,500,0.000286672
7.87416,600,0.000336887
7.88709,300,0.000134935
7.88709,400,0.000211558
7.88709,500,0.000264368
7.88709,600,0.000296629
7.90001,300,0.000196355
7.90001,400,0.000218368
7.90001,500,0.00023937
7.90001,600,0.000255265
7.91294,300,0.000234492
7.91294,400,0.000209872
7.91294,500,0.00020707
7.91294,600,0.000211821
7.92586,300,0.000221068
7.92586,400,0.000178038
7.92586,500,0.000166155
7.92586,600,0.000166788
7.93879,300,0.000159093
7.93879,400,0.000126499
7.93879,500,0.000119765
7.93879,600,0.000122317
7.95171,300,7.72692e-05
7.95171,400,6.95319e-05
7.95171,500,7.45101e-05
7.95171,600,8.16409e-05
7.96464,300,1.47602e-05
7.96464,400,2.46313e-05
7.96464,500,3.75974e-05
7.96464,600,4.7982e-05
7.97757,300,1.99361e-06
7.97757,400,2.61734e-06
7.97757,500,1.35196e-05
7.97757,600,2.34206e-05
7.99049,300,3.26292e-05
7.99049,400,1.32615e-06
7.99049,500,2.25621e-06
7.99049,600,8.2695e-06
8.00342,300,6.12698e-05
8.00342,400,8.50313e-06
8.00342,500,4.86313e-08
8.00342,600,1.23239e-06
8.01634,300,5.31769e-05
8.01634,400,1.24411e-05
8.01634,500,2.04717e-06
8.01634,600,1.83564e-07
8.02927,300,2.23515e-05
8.02927,400,1.0126e-05
8.02927,500,4.83102e-06
8.02927,600,3.10934e-06
8.04219,300,2.13335e-06
8.04219,400,5.45972e-06
8.04219,500,7.27217e-06
8.04219,600,8.77452e-06
8.05512,300,1.55579e-06
8.05512,400,2.31484e-06
8.05512,500,9.94491e-06
8.05512,600,1.69595e-05
8.06804,300,7.55235e-06
8.06804,400,1.38416e-06
8.06804,500,1.4339e-05
8.06804,600,2.83672e-05
8.08097,300,8.46952e-06
8.08097,400,2.48577e-06
8.08097,500,2.26437e-05
8.08097,600,4.43487e-05
8.09389,300,3.11144e-06
8.09389,400,8.04349e-06
8.09389,500,3.78117e-05
8.09389,600,6.64827e-05
8.10682,300,3.79385e-07
8.10682,400,2.43392e-05
8.10682,500,6.31263e-05
8.10682,600,9.59788e-05
8.11974,300,1.71845e-05
8.11974,400,5.96039e-05
8.11974,500,0.000100797
8.11974,600,0.000132928
8.13267,300,7.60608e-05
8.13267,400,0.000118899
8.13267,500,0.000149828
8.13267,600,0.000175634
8.1456,300,0.000194653
8.1456,400,0.000196562
8.1456,500,0.000204278
8.1456,600,0.000220426
8.15852,300,0.000349966
8.15852,400,0.000270699
8.15852,500,0.000253689
8.15852,600,0.000262336
8.17145,300,0.000444882
8.17145,400,0.000309375
8.17145,500,0.000286902
8.17145,600,0.000296631
8.18424,300,0.000377572
8.18424,400,0.000292722
8.18424,500,0.000297998
8.18424,600,0.000320614
8.19716,300,0.000190693
8.19716,400,0.000233228
8.19716,500,0.000290245
8.19716,600,0.000334677
8.21009,300,4.43797e-05
8.21009,400,0.000167393
8.21009,500,0.000274512
8.21009,600,0.000341929
8.22301,300,2.09438e-06
8.22301,400,0.000126061
8.22301,500,0.000263362
8.22301,600,0.000346525
8.23594,300,2.57962e-07
8.23594,400,0.000120769
8.23594,500,0.000265601
8.23594,600,0.000351643
8.24886,300,1.68327e-05
8.24886,400,0.000154336
8.24886,500,0.000283771
8.24886,600,0.000357927
8.26179,300,0.000117031
8.26179,400,0.000225747
8.26179,500,0.000313334
8.26179,600,0.000362947
8.27471,300,0.000330378
8.27471,400,0.000317059
8.27471,500,0.000342817
8.27471,600,0.000361822
8.28764,300,0.000538144
8.28764,400,0.000387127
8.28764,500,0.000356893
8.28764,600,0.000349029
8.30056,300,0.00055923
8.30056,400,0.000395024
8.30056,500,0.00034339
8.30056,600,0.0003208
8.31349,300,0.000382522
8.31349,400,0.000334844
8.31349,500,0.000300196
8.31349,600,0.000277055
8.32642,300,0.000178789
8.32642,400,0.000239547
8.32642,500,0.000236252
8.32642,600,0.000221818
8.33934,300,6.64498e-05
8.33934,400,0.000149078
8.33934,500,0.000165868
8.33934,600,0.000161841
8.35227,300,2.90443e-05
8.35227,400,8.26307e-05
8.35227,500,0.000101527
8.35227,600,0.000104529
8.36519,300,1.93154e-05
8.36519,400,3.93133e-05
8.36519,500,5.06315e-05
8.36519,600,5.62333e-05
8.37812,300,1.27018e-05
8.37812,400,1.2692e-05
8.37812,500,1.65434e-05
8.37812,600,2.14884e-05
8.39104,300,3.25738e-06
8.39104,400,5.04229e-07
8.39104,500,9.16431e-07
8.39104,600,2.9402e-06
8.40397,300,1.31193e-06
8.40397,400,5.79788e-06
8.40397,500,4.74471e-06
8.40397,600,1.39814e-06
8.41689,300,2.46716e-05
8.41689,400,3.24967e-05
8.41689,500,2.76464e-05
8.41689,600,1.57296e-05
8.42982,300,7.83587e-05
8.42982,400,7.93419e-05
8.42982,500,6.6501e-05
8.42982,600,4.27239e-05
8.44274,300,0.000139306
8.44274,400,0.000137595
8.44274,500,0.000114979
8.44274,600,7.7256e-05
8.45567,300,0.000180219
8.45567,400,0.000195647
8.45567,500,0.000164643
8.45567,600,0.000112941
8.46859,300,0.00020614
8.46859,400,0.000245376
8.46859,500,0.000206854
8.46859,600,0.000143185
8.48152,300,0.000241733
8.48152,400,0.000282311
8.48152,500,0.000234173
8.48152,600,0.000162329
8.49445,300,0.000292494
8.49445,400,0.00030067
8.49445,500,0.000241129
8.49445,600,0.00016667
8.50737,300,0.000327562
8.50737,400,0.000291903
8.50737,500,0.000225099
8.50737,600,0.000155198
8.5203,300,0.000307044
8.5203,400,0.000250723
8.5203,500,0.000187679
8.5203,600,0.000129956
8.53322,300,0.00023093
8.53322,400,0.000182597
8.53322,500,0.000135622
8.53322,600,9.58265e-05
8.54615,300,0.000134343
8.54615,400,0.000104302
8.54615,500,7.99747e-05
8.54615,600,5.95742e-05
8.55907,300,4.82272e-05
8.55907,400,3.7824e-05
8.55907,500,3.32578e-05
8.55907,600,2.82734e-05
8.572,300,1.40875e-06
8.572,400,2.73852e-06
